year_sold,mo_sold,year_built,home_age,village,street,address,sqft_lot,sqft_living,sqft_mbr,sqft_garage,home_type,floorplan,floor,bedrooms,bathrooms,sale_price
2021,7,2004,18,Village 2,Coach Light Lane,162 Coach Light Lane,7914,2390,254,436,Premier,San Mateo,1,2,2,730
2021,3,2004,18,Village 2,Calistoga Lane,179 Calistoga Lane,6874,2390,254,436,Premier,San Mateo,1,2,2,850
2021,1,2004,18,Village 2,Calistoga Court,402 Calistoga Court,9909,2163,260,420,Premier,El Dorado,1,3,3,595
2020,4,2005,17,Village 3,Sawmill Lane,204 Sawmill Ln,7244,1953,260,420,Premier,El Dorado,1,2,2,610
2019,12,2005,17,Village 3,Sawmill Lane,336 Sawmill Lane,7579,1967,260,420,Premier,El Dorado,1,2,2,599
2019,12,2005,17,Village 3,Truchard Lane,1022 Truchard Lane,6873,1836,219,438,Premier,Plumas,1,2,2,593
2021,5,2005,17,Village 3,Truchard Lane,1106 Truchard Lane,8077,2079,219,438,Premier,Plumas,1,2,2,718
2019,11,2005,17,Village 3,Truchard Lane,1271 Truchard Lane,6751,2372,254,436,Premier,San Mateo,1,2,2,540
2021,1,2005,17,Village 3,Sawmill Lane,297 Sawmill Lane,6827,2192,260,420,Premier,El Dorado,1,3,3,670
2019,4,2003,19,Village 4,Stockman Lane,645 Stockman Lane,5227,1473,192,420,Premier,Almanor,1,2,2,463
2021,6,2003,19,Village 4,Saddlehorn Loop,227 Saddlehorn Loop,8764,1687,208,630,Premier,Baldwin,1,2,2,557
2021,7,2004,18,Village 4,Lasso Lake Lane,1120 Lasso Lake Lane,9209,1967,260,420,Premier,El Dorado,1,2,2,630
2021,7,2003,19,Village 4,Saddlehorn Loop,211 Saddlehorn Loop,6791,1715,194,436,Premier,Mendocino,1,2,2,635
2021,10,2004,18,Village 4,Lasso Lake Lane,1281 Lasso Lake Lane,6970,1854,219,438,Premier,Plumas,1,2,2,825
2021,5,2004,18,Village 4,Longhorn Lane,1137 Longhorn Lane,6737,2128,254,436,Premier,San Mateo,1,2,2,710
2020,5,2004,18,Village 4,Lasso Lake Lane,1188 Lasso Lake Lane,7365,2390,254,436,Premier,San Mateo,1,2,2,695
2019,6,2004,18,Village 4,Longhorn Lane,1170 Longhorn Lane,7230,2128,236,438,Premier,Ventura,1,3,2,710
2019,8,2003,19,Village 5,Rustic Ranch Court,404 Rustic Ranch Court,7074,1967,260,420,Premier,El Dorado,1,2,2,540
2021,10,2003,19,Village 5,Rustic Ranch Lane,632 Rustic Ranch Lane,6660,1949,260,420,Premier,El Dorado,1,2,2,680
2021,12,2002,20,Village 5,Lariat Place,215 Lariat Place,9600,2073,208,630,Premier,Annadel,1,3,2,727
2020,3,2002,20,Village 6,Lariat Loop,288 Lariat Loop,11300,1791,207,449,Premier,Tahoe,1,2,2,515
2020,3,2001,21,Village 7,Shadow Glen Ct,1302 Shadow Glen Ct,76230,1791,207,449,Premier,Tahoe,1,2,2,475
2019,4,2001,21,Village 7,Northfield Lane,829 Northfield Lane,6738,2073,208,630,Premier,Annadel,1,3,2,639
2020,3,2001,21,Village 8,Lakefield Court,137 Lakefield Court,7444,1910,266,420,Premier,Fremont,1,2,2,557
2019,2,2001,21,Village 9,Gold Strike Court,644 Gold Strike Court,8189,1791,207,449,Premier,Tahoe,1,2,2,480
2019,6,2001,21,Village 9,Gold Nugget Circle,981 Gold Nugget Circle,7392,1791,207,449,Premier,Tahoe,1,2,2,525
2019,9,2001,21,Village 9,Gold Nugget Circle,950 Gold Nugget Circle,9016,2025,208,630,Premier,Annadel,1,3,2,771
2021,4,2001,21,Village 9,Gold Nugget Circle,950 Gold Nugget Circle,9034,2025,208,630,Premier,Annadel,1,3,2,825
2021,6,2001,21,Village 9,Gold Nugget Circle,998 Gold Nugget Circle,7858,2073,208,630,Premier,Annadel,1,3,2,600
2020,7,2004,18,Village 10,Hawthorne Lane,1314 Hawthorne Lane,7418,1967,260,420,Premier,El Dorado,1,2,2,564
2021,10,2004,18,Village 10,Mariemont Court,210 Mariemont Court,9864,2192,260,420,Premier,El Dorado,1,2,2,880
2021,5,2004,18,Village 10,Olema Place,411 Olema Place,7322,2150,260,420,Premier,El Dorado,1,2,2,673
2021,1,2004,18,Village 10,Hawthrone Lane,1290 Hawthrone Lane,6755,1854,207,449,Premier,Tahoe,1,2,2,549
2021,3,2004,18,Village 10,Hawthorne Lane,1271 Hawthorne Lane,7057,2128,236,438,Premier,Ventura,1,3,2,700
2021,1,2002,20,Village 11,Montgomery Court,510 Montgomery Court,11326,2188,266,420,Premier,Fremont,1,2,2,670
2019,12,2002,20,Village 11,Yerington Lane,624 Yerington Lane,7940,1791,207,449,Premier,Tahoe,1,2,2,580
2020,10,2002,20,Village 11,Yerington Lane,624 Yerington Lane,7940,1791,207,449,Premier,Tahoe,1,2,2,600
2019,11,2002,20,Village 12,Summerhill Lane,1587 Summerhill Lane,6973,1710,208,630,Premier,Baldwin,1,2,2,540
2020,8,2001,21,Village 12,Summerhill Lane,1558 Summerhill Lane,8807,2080,266,420,Premier,Fremont,1,2,2,755
2021,5,2001,21,Village 12,Summerhill Lane,1581 Summerhill Lane,7165,1791,207,449,Premier,Tahoe,1,2,2,610
2021,8,2001,21,Village 12,Shire Court,840 Shire Court,10324,2073,208,630,Premier,Annadel,1,3,2,630
2019,1,2000,22,Villge 14,Bridalveil Ln,883 Bridalveil Ln,7923,1910,266,420,Premier,Fremont,1,2,2,622
2020,7,2000,22,Villge 14,Yosemite Lane,910 Yosemite Lane,6660,1910,266,420,Premier,Fremont,1,2,2,610
2020,3,2000,22,Villge 14,Tioga Court,1010 Tioga Ct,7091,1626,168,205,Premier,Lassen,1,2,2,445
2021,5,2000,22,Villge 14,Tioga Court,1043 Tioga Court,7249,1873,168,205,Premier,Lassen,1,2,2,575
2020,2,2000,22,Village 15,Dogwood Loop,805 Dogwood Loop,7688,1473,192,420,Premier,Almanor,1,2,2,466
2021,6,2000,22,Village 15,Dogwood Loop,908 Dogwood Loop,5440,1449,192,420,Premier,Almanor,1,2,2,500
2020,8,1999,23,Village 15,Blossom Lane,746 Blossom Lane,7108,2187,266,420,Premier,Fremont,1,2,2,649
2019,9,2000,22,Village 15,Cottonwood Court,862 Cottonwood Court,6638,1910,266,420,Premier,Fremont,1,2,2,505
2020,12,2000,22,Village 15,Dogwood Loop,948 Dogwood Loop,6098,1910,266,420,Premier,Fremont,1,2,2,509
2020,5,2000,22,Village 15,Dogwood Loop,1095 Dogwood Loop,5828,1687,168,205,Premier,Lassen,1,2,2,537
2021,4,2000,22,Village 15,Dogwood Loop,1015 Dogwood  Loop,1734,2068,207,449,Premier,Tahoe,1,2,2,760
2021,10,2000,22,Village 15,Dogwood Loop,1035 Dogwood Loop,7139,1791,207,449,Premier,Tahoe,1,2,2,735
2020,11,1999,23,Village 15,Canyon Oak Lane,657 Canyon Oak Lane,7988,2049,208,630,Premier,Annadel,1,3,2,635
2020,10,2001,21,Village 15,Canyon Oak Lane,728 Canyonn Oak Lane,7893,2151,208,630,Premier,Annadel,1,3,2,760
2020,3,2000,22,Village 15,Blossom Lane,749 Blossom Ln,8833,2073,208,630,Premier,Annadel,1,3,2,640
2020,10,2000,22,Village 15,Cottonwood Court,859 Cottonwood Court,9112,2049,208,630,Premier,Annadel,1,3,2,675
2019,12,1999,23,Village 16,Secret Lake Loop,1301 Secret Lake Loop,8110,1473,192,420,Premier,Almanor,1,2,2,445
2021,7,2000,22,Village 16,Hackberry Lane,1597 Hackberry Lane,8194,1449,192,420,Premier,Almanor,1,2,2,540
2021,8,1999,23,Village 16,Castleberry Lane,947 Castleberry Lane,6407,1449,192,420,Premier,Almanor,1,2,2,545
2021,7,1999,23,Village 16,Sun Trail Lane,1180 Sun Trail Lane,7759,1706,208,630,Premier,Baldwin,1,2,2,550
2019,8,2000,22,Village 16,Magnolia Lane,1009 Magnolia Lane,6638,2382,266,420,Premier,Fremont,1,2,2,725
2020,8,1999,23,Village 16,Magnolia Lane,1009 Magnolia Lane,7069,2382,266,420,Premier,Fremont,1,2,2,740
2021,11,1999,23,Village 16,Magnolia Lane,1016 Magnolia Lane,8078,2163,266,420,Premier,Fremont,1,2,2,785
2020,11,1999,23,Village 16,Magnolia Lane,1057 Magnolia Lane,7318,1910,266,420,Premier,Fremont,1,2,2,560
2019,12,1999,23,Village 16,Stone Pine Lane,1035 Stone Pine Lane,8193,1626,168,205,Premier,Lassen,1,2,2,478
2020,6,1999,23,Village 16,Peak View Court,1290 Peak View Court,7697,1714,168,205,Premier,Lassen,1,2,2,465
2020,12,1999,23,Village 16,Magnolia Lane,884 Magnolia Lane,1603,1602,168,205,Premier,Lassen,1,2,2,480
2021,5,1999,23,Village 16,Magnolia Lane,1064 Magnolia Lane,8762,1791,207,449,Premier,Tahoe,1,2,2,635
2020,12,1999,23,Village 16,Silver Fork Court,1250 Silver Fork Court,10267,1791,207,449,Premier,Tahoe,1,2,2,679
2021,2,1999,23,Village 16,Castleberry Lane,803 Castleberry Lane,8959,2073,207,449,Premier,Tahoe,1,2,2,625
2021,10,1999,23,Village 16,Magnolia Lane,812 Magnolia Lane,7818,1791,207,449,Premier,Tahoe,1,2,2,620
2021,3,1999,23,Village 16,Magnolia Lane,824 Magnolia Lane,8168,1791,207,449,Premier,Tahoe,1,2,2,600
2021,5,1999,23,Village 16,Paragon Lane,1045 Paragon Lane,10346,2073,208,630,Premier,Annadel,1,3,2,731
2020,12,1999,23,Village 18,Fairway Valley Lane,1043 Fairway Valley Lane,6603,1449,192,420,Premier,Almanor,1,2,2,495
2019,1,2006,16,Village 18,Sun Valley Loop,1100 Sun Valley Loop,10306,2390,254,436,Premier,San Mateo,1,2,2,590
2021,4,2006,16,Village 18,Sun Valley Loop,1111 Sun Valley Loop,8246,2372,254,436,Premier,San Mateo,1,2,2,690
2021,4,2006,16,Village 18,Sun Valley Loop,1120 Sun Valley Loop,7680,2390,254,436,Premier,San Mateo,1,2,2,715
2019,6,2001,21,Village 18,Fairway Valley Court,1267 Fairway Valley Court,7405,2073,208,630,Premier,Annadel,1,3,2,595
2020,10,2001,21,Village 19,Andover Lane,1708 Andover Lane,5902,1449,192,420,Premier,Almanor,1,2,2,430
2020,4,2002,20,Village 19,Winding Way,2201 Winding Way,6603,1473,192,420,Premier,Almanor,1,2,2,440
2020,10,2000,22,Village 19,Gardner Court,902 Gardner Court,7932,1473,192,420,Premier,Almanor,1,2,2,497
2020,9,2001,21,Village 19,Monument Drive,1825 Monument Drive,8781,1720,208,630,Premier,Baldwin,1,2,2,566
2020,12,2001,21,Village 19,Andover Lane,1751 Andover Lane,9082,1910,266,420,Premier,Fremont,1,2,2,586
2021,10,2000,22,Village 19,Monument Drive,1766 Monument Drive,6691,1910,266,420,Premier,Fremont,1,2,2,741
2019,2,2000,22,Village 19,Monument Drive,1778 Monument Drive,6738,2152,266,420,Premier,Fremont,1,2,2,650
2020,1,2002,20,Village 19,Monument Drive,2164 Monument Drive,8777,1910,266,420,Premier,Fremont,1,2,2,555
2019,9,2001,21,Village 19,Anton Court,895 Anton Court,10393,1910,266,420,Premier,Fremont,1,2,2,547
2021,10,2001,21,Village 19,Anton Court,925 Anton Court,16117,2187,266,420,Premier,Fremont,1,2,2,780
2020,9,2001,21,Village 19,Andover Lane,1631 Andover Lane,8468,1626,168,205,Premier,Lassen,1,2,2,490
2021,4,2000,22,Village 19,Winding Way,1646 Winding Way,6345,1626,168,205,Premier,Lassen,1,2,2,550
2021,4,2001,21,Village 19,Monument Drive,1777 Monument Drive,8634,1602,168,205,Premier,Lassen,1,2,2,560
2020,12,2001,21,Village 19,Monument Drive,1873 Monument Drive,7566,1626,168,205,Premier,Lassen,1,2,2,505
2020,3,2001,21,Village 19,Anton Lane,860 Anton Ln,7244,1626,168,205,Premier,Lassen,1,2,2,430
2020,4,2001,21,Village 19,Cricket Court,1005 Cricket Ct,14800,2090,207,449,Premier,Tahoe,1,2,2,580
2021,10,2001,21,Village 19,Andover Lane,1720 Andover Lane,7536,2068,207,449,Premier,Tahoe,1,2,2,717
2020,2,2000,22,Village 19,Beckwith Lane,1778 Beckwith Lane,8084,1767,207,449,Premier,Tahoe,1,2,2,520
2021,5,2000,22,Village 19,Winding Way,1790 Winding Way,7979,1791,207,449,Premier,Tahoe,1,2,2,700
2021,3,2001,21,Village 19,Winding Way ,1984 Winding Way ,7205,1791,207,449,Premier,Tahoe,1,2,2,586
2019,4,2001,21,Village 19,Winding Way,2105 Winding Way,8150,1791,207,449,Premier,Tahoe,1,2,2,555
2020,7,2002,20,Village 19,Winding Way,2164 Winding Way,8624,2090,207,449,Premier,Tahoe,1,2,2,630
2020,6,2002,20,Village 19,Winding Way,2380 Winding Way,7296,1791,207,449,Premier,Tahoe,1,2,2,620
2019,12,2001,21,Village 19,Slawson Lane,887 Slawson Lane,7697,1767,207,449,Premier,Tahoe,1,2,2,575
2020,3,2001,21,Village 19,Winding Way,1898 Winding Way,7667,2073,208,630,Premier,Annadel,1,3,2,640
2020,2,2001,21,Village 19,Winding Way,2044 Winding Way,7766,2073,208,630,Premier,Annadel,1,3,2,610
2020,12,2001,21,Village 19,Wildomar Lane,873 Wildomar Lane,8276,2049,208,630,Premier,Annadel,1,3,2,668
2020,4,2001,21,Village 19,Wildomar Lane,880 Wildomar Lane,8228,2073,208,630,Premier,Annadel,1,3,2,619
2021,8,2001,21,Village 20,Creekcrest Lane,1715 Creekcrest Lane,8128,1456,192,420,Premier,Almanor,1,2,2,689
2019,5,2001,21,Village 20,Starview Lane,1780 Starview Lane,8110,1687,208,630,Premier,Baldwin,1,2,2,510
2019,7,2001,21,Village 20,Alpenglow Lane,1817 Aplenglow Lane,6969,2086,266,420,Premier,Fremont,1,2,2,620
2019,11,2001,21,Village 20,Starview Lane,1905 Starview Lane,7335,1791,207,449,Premier,Tahoe,1,2,2,560
2019,5,2001,21,Village 20,Creekcrest Court,2078 Creekcrest Court,10776,1791,207,449,Premier,Tahoe,1,2,2,585
2021,10,2001,21,Village 20,Creekcrest Lane,1841 Creekcrest Lane,8202,2073,208,630,Premier,Annadel,1,3,2,845
2021,6,2001,21,Village 20,Creekcrest Lane,1911 Creekcrest Lane,8391,2049,208,630,Premier,Annadel,1,3,2,735
2021,7,2001,21,Village 20,Creekcrest Lane,1946 Creekcrest Lane,10683,2073,208,630,Premier,Annadel,1,3,2,745
2020,1,2001,21,Village 21,Hidden Hills Lane,2445 Hidden Hills Lane,7801,1687,208,630,Premier,Baldwin,1,2,2,528
2021,12,2002,20,Village 21,Boulder Lane,885 Boulder Lane,7100,1687,208,630,Premier,Baldwin,1,2,2,569
2021,8,2003,19,Village 21,Hidden Hills Lane,2340 Hidden Hills Lane,6914,2163,266,420,Premier,Fremont,1,2,2,811
2020,3,2002,20,Village 21,Granite Falls Lane,888 Granite Falls Ln,9204,2050,266,420,Premier,Fremont,1,2,2,615
2019,4,2002,20,Village 21,Hidden Hills Lane,2435 Hidden Hills Lane,7444,1791,207,449,Premier,Tahoe,1,2,2,519
2020,8,2002,20,Village 21,Rocky Ridge Lane,852 Rocky Ridge Lane,8306,1791,207,449,Premier,Tahoe,1,2,2,538
2021,6,2001,21,Village 21,Granite Lane,2358 Granite Lane,9128,2073,208,630,Premier,Annadel,1,3,2,715
2019,6,2002,20,Villagre 22,Hillhaven Lane,1290 Hillhaven Lane,9635,1449,192,420,Premier,Almanor,2,2,2,456
2020,11,2002,20,Villagre 22,Woodacre Lane,2669 Woodacre Lane,6512,1449,192,420,Premier,Almanor,1,2,2,540
2021,5,2002,20,Villagre 22,Woodacre Lane,2669 Woodacre Lane,6512,1449,192,420,Premier,Almanor,1,2,2,575
2020,8,2002,20,Villagre 22,Woodacre Lane,2663 Woodacre Lane,10018,2057,266,420,Premier,Fremont,1,2,2,649
2021,12,2002,20,Villagre 22,Woodacre Lane,2717 Woodacre Lane,6421,1602,168,205,Premier,Lassen,1,2,2,560
2021,6,2002,20,Villagre 22,Woodacre Lane,2657 Woodacre Lane,8990,1791,207,449,Premier,Tahoe,1,2,2,655
2021,1,2002,20,Village 23,Fountain Hill Loop,2405 Fountain Hill Loop,8878,2269,208,630,Premier,Annadel,1,3,2,750
2021,6,2003,19,Village 24,Turtledove Court,107 Turtledove Court,11761,1966,260,420,Premier,El Dorado,1,2,2,771
2020,9,2003,19,Village 24,Grand Pheasant Lane,1562 Grand Pheasant Lane,9317,1967,260,420,Premier,El Dorado,1,2,2,595
2020,12,2003,19,Village 24,Grand Pheasant Lane,1574 Grand Pheasant Lane,11300,1967,260,420,Premier,El Dorado,1,2,2,620
2021,8,2004,18,Village 24,Grand Pheasant Lane,1742 Grand Pheasant Lane,9363,1967,260,420,Premier,El Dorado,1,2,2,700
2019,1,2003,19,Village 24,Kingfisher Lane,2346 Kingfisher Ln,9600,1967,260,420,Premier,El Dorado,1,2,2,515
2020,7,2003,19,Village 24,Merlin Court,611 Merlin Court,9147,2192,260,420,Premier,El Dorado,1,2,2,659
2020,9,2004,18,Village 24,Blue Heron Loop,2480 Blue Heron Loop,7762,2128,236,438,Premier,Ventura,1,3,2,700
2021,6,2005,17,Village 25,Audubon Hill Place,1781 Audubon Hill Place,8926,1935,260,420,Premier,El Dorado,1,2,2,695
2021,4,2004,18,Village 25,Walden View Lane,2238 Walden View Lane,7100,1967,260,420,Premier,El Dorado,1,2,2,659
2021,12,2004,18,Village 25,Walden View Lane,2214 Walden View Lane,8555,1837,260,420,Premier,Plumas,1,2,2,665
2021,12,2004,18,Village 25,Walden View Lane,2339 Walden View Lane,5948,2129,260,420,Premier,Plumas,1,2,3,1003
2019,9,2004,18,Village 25,Walden View Lane,2418 Walden View Lane,7200,1854,219,438,Premier,Plumas,1,2,2,598
2019,9,2004,18,Village 25,Walden View Lane,2478 Walden View Lane,6708,1854,219,438,Premier,Plumas,1,2,2,640
2020,9,2004,18,Village 25,Walden View Lane,2526 Walden View Lane,6682,2372,254,436,Premier,San Mateo,1,2,2,618
2021,11,2004,18,Village 25,Walden View Court,100 Walden View Court,10058,2238,236,438,Premier,Ventura,1,3,2,740
2020,10,2003,19,Village 26,Tallac Lane,1361 Tallac Lane,7840,1473,192,420,Premier,Almanor,1,2,2,490
2020,4,2003,19,Village 26,Tallac Lane,1409 Tallac Ln,6813,1449,192,420,Premier,Almanor,1,2,2,435
2020,11,2003,19,Village 26,Homewood Lane,1932 Homewood Lane,5654,1473,192,420,Premier,Almanor,1,2,2,511
2020,9,2003,19,Village 26,Homewood Lane,1857 Homewood Lane,8738,1687,208,630,Premier,Baldwin,1,2,2,515
2019,5,2003,19,Village 26,Tallac Lane,1301 Tallac Lane,11300,2188,266,420,Premier,Fremont,1,2,2,615
2019,8,2003,19,Village 26,Fallen Leaf Lane,1769 Fallen Leaf Lane,7962,2082,266,420,Premier,Fremont,1,2,2,705
2019,1,2003,19,Village 26,Homewood Ln,1863 Homewood Ln,9552,1715,194,436,Premier,Mendocino,1,2,2,528
2019,1,2003,19,Village 26,Glenbrook Ln,1705 Glenbrook Ln,9779,1791,207,449,Premier,Tahoe,1,2,2,533
2020,12,2003,19,Village 26,Glenbrook Lane,1724 Glenbrook Lane,7884,1791,207,449,Premier,Tahoe,1,2,2,595
2019,4,2003,19,Village 26,Echo Lane,1861 Echo Lane,11800,2068,207,449,Premier,Tahoe,1,2,2,675
2020,12,2003,19,Village 26,Fallen Leaf Lane,1643 Fallen Leaf Lane,9291,2073,208,630,Premier,Annadel,1,3,2,699
2020,2,2003,19,Village 26,Homewood Lane,1806 Homewood Lane,8280,2026,208,630,Premier,Annadel,1,3,2,630
2019,4,2003,19,Village 26,Fallen Leaf Lane,1839 Fallen Leaf Lane,9404,2026,208,630,Premier,Annadel,1,3,2,720
2020,4,2003,19,Village 26,Glenbrook Ln,1872 Glenbrook Ln,8746,2049,208,630,Premier,Annadel,1,3,2,745
2020,7,2000,22,Village 27,Stillwater Lane,500 Stillwater Lane,9757,2073,208,630,Premier,Annadel,1,3,2,627
2020,9,2000,22,Village  28,Barnswood Loop,1152 Barnswood Loop,8084,1910,266,420,Premier,Fremont,1,2,2,550
2021,5,2000,22,Village  28,Barnswood Loop,1142 Barnswood Loop,8329,1791,207,449,Premier,Tahoe,1,2,2,699
2021,6,2000,22,Village  28,Barn Valley Lane,1624 Barn Valley Lane,7623,1791,207,449,Premier,Tahoe,1,2,2,720
2021,12,2000,22,Village 29,Huntsman Court,460 Huntsman Court,8315,1473,192,420,Premier,Almanor,1,2,2,572
2020,6,2000,22,Village 29,Huntsman Court,445 Huntsman Court,7305,2211,266,420,Premier,Fremont,1,2,2,615
2021,5,2001,21,Village 29,Rose Bouquet Lane,1375 Rose Bouquet Lane,6003,1626,168,205,Premier,Lassen,1,2,2,555
2019,4,2000,22,Village 29,Farmgate Lane,1844 Farmgate Lane,5950,1626,168,205,Premier,Lassen,1,2,2,470
2021,12,2000,22,Village 29,Shepherds Ct,323 Shepherds Ct,6033,1626,168,205,Premier,Lassen,1,2,2,599
2021,8,2001,21,Village 29,Rose Bouquet Drive,1307 Rose Bouquet Drive,6835,1791,207,449,Premier,Tahoe,1,2,2,600
2021,4,2000,22,Village 29,Rose Bouquet Drive,1347 Rose Bouquet Drive,7688,1791,207,449,Premier,Tahoe,1,2,2,605
2020,3,2001,21,Village 29,Rose Bouquet Drive,1444 Rose Bouquet Dr,7074,1791,207,449,Premier,Tahoe,1,2,2,459
2019,4,2001,21,Village 30,Emily Lane,1754 Emily Lane,8107,1473,192,420,Premier,Almanor,1,2,2,423
2019,9,2000,22,Village 30,Gingersnap Lane,1850 Gingersnap Lane,6865,1473,192,420,Premier,Almanor,1,2,2,485
2019,4,2000,22,Village 30,Mary Rose Lane,2025 Mary Rose Lane,5427,1449,192,420,Premier,Almanor,1,2,2,465
2021,12,2000,22,Village 30,Emily Lane,1839 Emily Lane,7863,1515,208,630,Premier,Annadel,1,2,2,792
2021,11,2000,22,Village 30,Mary Rose Lane,1970 Mary Rose Lane,10600,1687,208,630,Premier,Baldwin,1,2,2,610
2020,8,2001,21,Village 30,Gingersnap Lane,1619 Gingersnap Lane,8158,2231,266,420,Premier,Fremont,1,2,2,585
2020,1,2000,22,Village 30,Cottage Rose Lane,1704 Cottage Rose Lane,10110,1910,266,420,Premier,Fremont,1,2,2,569
2019,9,2001,21,Village 30,Gingersnap Lane,1864 Gingersnap Lane,7762,2134,266,420,Premier,Fremont,1,2,2,642
2021,10,2000,22,Village 30,Carrousel Court,820 Carrousel Court,9322,2187,266,420,Premier,Fremont,1,2,2,850
2021,3,2000,22,Village 30,Perdita Lane,1367 Perdita Lane,8716,1626,168,205,Premier,Lassen,1,2,2,547
2021,6,2001,21,Village 30,Mary Rose Lane,1840 Mary Rose Lane,6926,1578,168,205,Premier,Lassen,1,2,2,540
2019,4,2001,21,Village 30,Mary Rose Lane,1955 Mary Rose Lane,6786,1602,168,205,Premier,Lassen,1,2,2,425
2021,3,2000,22,Village 30,Chianti Court,510 Chianti Court,10550,1626,168,205,Premier,Lassen,1,2,2,525
2019,2,2000,22,Village 30,Perdita Lane,1514 Perdita Lane,7013,1791,207,449,Premier,Tahoe,1,2,2,545
2019,8,2000,22,Village 30,Mary Rose Lane,1665 Mary Rose Lane,8333,1791,207,449,Premier,Tahoe,1,2,2,529
2021,3,2000,22,Village 30,Gingersnap Lane,1717 Gingersnap Lane,6909,1767,207,449,Premier,Tahoe,1,2,2,585
2021,10,2001,21,Village 30,Cottage Rose Lane,1718 Cottage Rose Lane,8112,1791,207,449,Premier,Tahoe,1,2,2,711
2021,6,2000,22,Village 30,Dapple Dawn Lane,1424 Dapple Dawn Lane,9898,2025,208,630,Premier,Annadel,1,3,2,900
2021,7,2000,22,Village 30,Dapple Dawn Lane,1461 Dapple Dawn Lane,10477,2673,208,630,Premier,Annadel,1,3,2,695
2021,10,2000,22,Village 30,Perdita Lane,1478 Perdita Lane,8211,2073,208,630,Premier,Annadel,1,3,2,705
2020,2,2000,22,Village 30,Dapple Dawn Lane,1573 Dapple Dawn Lane,10000,2073,208,630,Premier,Annadel,1,3,2,620
2020,10,2000,22,Village 30,Sweet Juliet Lane,1598 Sweet Juliet Lane,7710,2073,208,630,Premier,Annadel,1,3,2,614
2020,3,2000,22,Village 30,Mary Rose Lane,1665 Mary Rose Lane,9465,2049,208,630,Premier,Annadel,1,3,2,610
2021,10,2000,22,Village 30,Chianti Court,570 Chianti Court,13504,2193,208,630,Premier,Annadel,1,3,2,880
2019,4,2003,19,Village 31,Hawk Hill Lane,1927 Hawk Hill Lane,5998,1697,192,420,Premier,Almanor,1,2,2,475
2020,6,2003,19,Village 31,Hawk Hill Lane,1947 Hawk Hill Lane,7683,1449,192,420,Premier,Almanor,1,2,2,400
2021,6,2003,19,Village 31,Prairie View Lane,2185 Prairie View Lane,7432,1449,192,420,Premier,Almanor,1,2,2,555
2020,11,2003,19,Village 31,Hidden Hollow Lane,1885 Hidden Hollow Lane,7291,1626,168,205,Premier,Lassen,1,2,2,485
2019,2,2002,20,Village 31,Graeagle Lane,1855 Graeagle Lane,6163,1715,194,436,Premier,Mendocino,1,2,2,530
2021,4,2003,19,Village 31,Duckhorn Lane,1851 Duckhorn Lane,7919,1595,207,449,Premier,Tahoe,1,2,2,563
2021,1,2003,19,Village 31,Hawk Hill Lane,1856 Hawk Hill Lane,11326,2049,208,630,Premier,Annadel,1,3,2,565
2020,8,2003,19,Village 31,Hawk Hill Lane,1877 Hawk Hill Lane,10201,2026,208,630,Premier,Annadel,1,3,2,700
2021,8,2003,19,Village 31,Graeagle Lane,1935 Graeagle Lane,8756,2073,208,630,Premier,Annadel,1,3,2,750
2019,4,2003,19,Village 31,Coldwater Lane,2120 Coldwater Lane,8912,2073,208,630,Premier,Annadel,1,3,2,665
2019,8,2004,18,Village 33,Cinnamon Teal Court,111 Cinnamon Teal Court,7474,1967,260,420,Premier,El Dorado,1,2,2,613
2021,3,2004,18,Village 33,Cinnamon Teal Court,101 Cinnamon Teal Court,7884,1854,219,438,Premier,Plumas,1,2,2,664
2021,5,2004,18,Village 33,Loon Lake Court,620 Loon Lake Court,6638,1854,219,438,Premier,Plumas,1,2,2,866
2021,1,2004,18,Village 33,Cinnamon Teal Court,131 Cinnamon Teal Court,8829,2390,254,436,Premier,San Mateo,1,2,2,622
2020,8,2004,18,Village 33,Loon Lake Ct.,630 Loon Lake Ct.,6886,2246,254,436,Premier,San Mateo,1,2,2,749
2020,3,2004,18,Village 33,Cinnamon Teal Court,121 Cinnamon Teal Ct,7871,2128,236,438,Premier,Ventura,1,3,2,635
2021,7,2004,18,Village 33,Cinnamon Teal Lane,2288 Cinnamon Teal Lane,7484,2128,236,438,Premier,Ventura,1,3,2,828
2020,11,2004,18,Village 34,Blackbird Lane,1805 Blackbird Lane,9147,1854,219,438,Premier,Plumas,1,2,2,520
2021,7,2004,18,Village 34,Blackbird Lane,1908 Blackbird Lane,8206,2128,254,436,Premier,San Mateo,1,2,2,670
2020,8,2004,18,Village 34,Cliff Swallow Lane,1810 Cliff Swallow Lane,6886,2120,236,438,Premier,Ventura,1,3,2,577
2020,12,2004,18,Village 34,Blackbird Lane,1937 Blackbird Lane,8616,2238,236,438,Premier,Ventura,1,3,2,580
2019,6,2005,17,Village 35,Eagles Peak Lane,2780 Eagles Peak,8182,1837,219,438,Premier,Plumas,1,2,2,588
2020,4,2005,17,Village 35,Black Hawk Ln,2784 Black Hawk Ln,8154,1855,219,438,Premier,Plumas,1,2,2,549
2021,4,2005,17,Village 35,Eagles Peak Lane,2823 Eagles Peak ,7832,1855,219,438,Premier,Plumas,1,2,2,600
2021,8,2005,17,Village 35,Black Hawk Lane,2885 Black Hawk Lane,7762,2128,236,438,Premier,Ventura,1,3,2,682
